	APL	CO2	COBL9	COR	E30	GL2	PET111	S17	S18	S32	S4	SCOL	SCR	WER	WOL	WOX5	Elong	Mat	Mer	Wrt	CHX	MOCK
AT3G01020	0	0	0	0	0.117491333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G01030	0	0	0	0	0	0	0.026894567	0	0	0	0	0	0	0	0	0.045545	0	0	0	0	0.059012333	0
AT3G01040	24.9737	23.0311	33.64743333	34.88323333	43.06543333	19.76386667	18.42306667	18.14126667	35.4129	16.48646667	17.95926667	14.69796667	18.57786667	18.1812	22.8204	13.0111	36.89006667	24.7102	19.30176667	22.72563333	19.82786667	18.88006667
AT3G01050	27.25126667	33.79083333	45.19566667	37.3417	23.6857	38.98356667	40.14946667	24.1825	44.24393333	13.14073333	20.4907	27.16513333	24.28786667	40.00456667	35.10296667	32.03333333	68.0284	35.41673333	51.64146667	36.331	13.7921	29.88826667
AT3G01060	0.937343	0.440030033	0.611221333	0.406134333	2.503236667	0.1954419	3.109723333	0.578937	2.03456	0.149757	0.412648	0.406411333	0.34929	0.469923667	0.228898667	0.988887333	0.005116533	0.425348667	0.211043	0.996986667	0.109274133	0.1483216
AT3G01070	6.746573333	3.131396667	6.31286	0.24417	3.957556667	7.030223333	75.3137	3.453576667	701.4633333	13.67869	10.00579667	13.3145	4.82605	22.83733333	13.45927667	8.462083333	1.186124667	1.052401667	6.059243333	5.31423	6.001906667	5.581843333
AT3G01080	0	0	0.465213333	0	0	0	0	0	0.121901333	0.016336767	0	0	0	0	0	0.0518825	0.112331	0.210738	0.0066766	0.176557667	2.876723333	0.523568
AT3G01085	0.056021567	0.007604733	0	0	0	0	0	0.051183	0	0.075968667	0	0	0	0.056626967	0.026233	0.0108884	0	0.0060004	0.200054667	0	0.04104	0
AT3G01090	36.89843333	24.03583333	43.31966667	35.324	33.7772	24.19296667	32.22356667	38.01966667	54.5982	27.2898	27.9955	23.5408	25.9506	25.6991	26.4119	24.96183333	38.66106667	27.8446	24.68106667	23.4972	18.03686667	13.14933333
AT3G01100	17.00183333	6.97518	11.13303333	9.9391	24.13013333	8.621163333	20.07223333	23.28596667	13.87502333	6.781683333	4.778853333	6.958776667	6.272483333	9.170146667	8.588693333	10.61505667	9.404486667	15.85856667	3.913313333	13.23753333	5.084726667	9.975123333
AT3G01120	77.32883333	123.4166667	34.90506667	110.571	40.82066667	66.66396667	67.16816667	175.4203333	46.29723333	66.42076667	87.784	73.33716667	60.36853333	73.32906667	68.989	89.69596667	85.03356667	65.008	94.28863333	66.45396667	12.99706667	98.17373333
AT3G01130	38.8192	41.37003333	57.6277	47.4135	11.6545	66.59476667	45.79033333	41.0993	37.2954	34.98043333	52.24103333	53.3301	52.1599	58.13446667	41.43766667	23.03606667	158.5713333	105.4322	171.093	61.5985	11.32316667	45.685
AT3G01140	0	0	0.034408333	0	0	0	0	0	0.122585667	0	0.055712667	0	0.0293969	0.0316228	0	0	0	0	0.138016	0.015925967	0.096039867	0.047640267
AT3G01150	15.94986667	10.80807333	15.61523333	11.39872333	17.70596667	10.74836	9.024263333	12.22423333	12.93331333	10.56014333	10.73396667	6.527013333	8.695123333	9.755093333	10.88622333	8.296016667	14.673	14.1511	12.51823333	10.01391333	11.08393333	7.515486667
AT3G01160	8.901106667	38.08046667	5.34392	6.117916667	13.56836667	27.07263333	20.49863333	10.37558333	5.013226667	33.74143333	51.53636667	42.87196667	34.26883333	34.25763333	37.0766	35.6845	18.73716667	11.34066667	119.0134333	32.20243333	21.50203333	25.64716667
AT3G01170	11.27503333	8.384073333	23.66116667	15.67413333	44.96003333	10.89733333	16.19183333	8.416213333	26.15516667	6.676036667	9.275686667	11.11269333	12.78356667	10.12948333	11.13935333	6.754366667	33.54173333	71.28503333	17.24333333	23.02546667	6.74469	14.81163333
AT3G01175	0.501831333	0.369045	1.902063333	2.543726667	0.297523667	0.832788333	0.507416	0.387325667	0.174946333	0.199475667	0.145936667	0.083884733	0.252871	0.2822837	0.305896333	0.068229	0.346417667	26.24473333	0.0389698	5.222033333	76.1707	1.366286667
AT3G01180	7.103586667	8.219583333	2.446063333	11.82108	19.85083333	4.485826667	15.76952	7.26088	1.47827	8.725816667	7.802386667	6.284416667	7.372603333	4.851086667	5.777336667	11.23826667	8.70616	10.15296	9.378583333	11.27333333	6.337256667	6.806453333
AT3G01185	0.262886667	0.057654933	1.266490667	0.699296333	0.186729333	1.023556333	0.228062	0.045936667	0.39852	0.027968933	0.035622667	0.062305	0.127093333	0.166777333	0.452306	0	0.148904	0.0338366	0	0.042021867	0.188171	0
AT3G01190	41.73176667	22.894	926.6	261.5566667	30.1955	231.5246667	47.94983333	11.11369	37.38313333	11.68996333	11.61193333	65.23533333	32.294	143.1702	103.1091333	18.2211	807.21	652.822	4.627476667	188.826	77.36273333	241.529
AT3G01200	9.384276667	5.700186667	16.31613333	15.6497	23.19876667	8.034133333	14.31909	12.05264	20.33536667	5.9957	5.262093333	8.306813333	8.434193333	7.159453333	6.53567	6.330673333	18.8652	45.39056667	7.507896667	18.21306667	16.1245	15.75076667
AT3G01210	4.2766	1.09006	0.509221	1.329461	4.098326667	0.258308133	2.171593	2.461081667	0.617542	3.269156667	1.902048333	0.881229333	0.855508667	0.072106333	0.184327667	3.065213333	0.361193333	7.451643333	0.358552667	3.82869	3.639286667	3.939806667
AT3G01220	62.40153333	35.4841	106.2220667	213.094	14.27137667	68.6611	12.91446667	115.6845667	10.49896667	27.3065	7.372326667	44.9811	91.26586667	27.70463333	25.58543333	11.51401333	181.9313333	19.04996667	32.10886667	51.72193333	90.91213333	27.51776667
AT3G01230	0	0	0.166442667	0	0	0	0	0	0	0.47486	0	0	0.059645667	0.086184333	0	0.074649667	0.049934767	0.135790333	2.113370667	0	0.032860733	0
AT3G01240	0	0	0.310331333	0	0.072134667	0	0.033689333	0.132783333	0.104240333	1.264550333	0	0.047815667	0.093043667	0.050600667	0.107051667	0.179683667	0.317446667	0.304571	3.519553333	0	0	0.030349533
AT3G01250	0	0	0	0	0	0	0	0.050109333	0	0.311074	0	0	0	0.040321	0	0.174952	0.033843333	0	0.5409672	0.0157094	0	0.0235445
AT3G01260	0.339442	0.051049667	0.0308508	0.155949	0.153736067	0.045456667	0.048264533	5.224232333	0.144693	0	6.273446667	1.124822	0.036840333	0.022389033	0	0	0.051319267	12.11983333	0.016907533	20.5502	1.89413	40.10136667
AT3G01270	0.265871067	0.043236733	0.451527	0.112990667	0.044206367	0.084826333	0.0700259	0.039509033	0.454775	0.589277867	0.069037767	0	0.204940267	0.2296932	0.0467962	0.116724333	0.126568733	0.163860667	2.714465667	0.0317346	0.012267267	0.025418633
AT3G01280	249.5676667	485.8923333	368.3253333	203.2076667	135.626	356.932	203.4861	151.46	154.8753333	268.1946667	474.8293333	353.6923333	237.9283333	343.4283333	387.3396667	313.3446667	397.4826667	361.522	619.622	236.649	49.70896667	162.452
AT3G01290	11.80235	7.932963333	164.079	16.37733333	6.683046667	65.7576	9.681843333	12.54740333	44.93906667	5.38923	2.308686667	23.69386667	7.508863333	38.04853333	30.46623333	2.575963333	131.4351667	912.245	5.608086667	103.4494667	1862.9	243.8613333
AT3G01300	7.889853333	11.62936667	10.03363667	15.1093	36.7906	6.564943333	11.58093333	13.60213333	22.17556667	16.3195	13.96306667	8.772253333	13.52102667	6.66278	8.85005	23.24643333	12.97103333	22.75343333	8.10461	11.79306667	25.2295	12.30593333
AT3G01310	5.612206667	18.5792	6.935133333	17.7409	31.0679	4.351083333	17.88409	37.38016667	6.847843333	12.49	19.2074	9.41457	16.70293333	3.22995	9.82033	125.8863333	7.579853333	26.20483333	11.06805	15.53106667	48.25576667	10.39604
AT3G01311	0.298516667	0.160276333	0.551439	0.072681667	0	0	0.1489104	0.180753333	0.140761333	0.398057	0.798331667	0.3860554	0.229987033	0.195138667	0.163113367	0.929195333	0.035653933	0.128995333	0.1382669	0.220791567	0.027318933	0.0611326
AT3G01319	1.246433333	3.6239	0	2.627086667	9.063466667	1.87855	5.73472	5.42946	0	0.993403333	17.1465	5.114473333	6.454713333	3.756133333	0	4.306633333	0	6.59511	1.38453	7.793813333	12.63943333	0
AT3G01320	9.36385	5.102943333	4.266	3.68426	13.13673333	3.888716667	8.66664	10.7918	6.251423333	7.14375	7.934	5.19493	6.22502	4.61662	5.76001	7.009473333	6.59639	12.71646667	7.131263333	11.1715	7.463863333	9.14437
AT3G01322	0.155037333	0	0	0	0	0	0	0.195244667	0.43808	0	0	0	0	0.156521	0.327607333	0	0	0	0	0	0	0
AT3G01323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055244	0	0	1.603773333	0.184951667
AT3G01324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G01325	0	0	0	0	0	0	0	0	0	0	0	0.087925667	0	0	0.208723	0	0	0	0	0.053998667	0.111616667	0
AT3G01326	0.076102667	0	0.119929667	0	0	0	0	0.107568667	0	0	0	0	0	0	0.147609333	0	0	0	0.027406067	0	0.537185667	0
AT3G01327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149688	0	0.164717	3.55949	0
AT3G01328	0	0	0	0	0	0	0	0.195244667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G01329	0	0.591748333	0	0	0	0.147570667	0	0	0.950466667	0.159722333	0	0	0	0	0	0	0	0	0	0.060485	0.18708	0
AT3G01330	2.143175333	8.685526667	1.42204	2.093823333	1.50316	5.547776667	2.852367333	2.069263333	1.742853333	7.24627	11.68896667	4.395033333	4.720403333	4.553056667	7.082463333	7.930743333	6.696873333	1.940923333	18.2111	6.270053333	3.036796667	4.85681
AT3G01331	0	0	0	0	0	0	0.099743333	0	0	0	0	0	0	0.169458333	0	0	0	0	0	0.111447	6.598186667	0
AT3G01340	23.78713333	18.25113333	19.03463333	24.11463333	14.37656667	17.68073333	18.46166667	14.57756667	44.99943333	21.6339	21.72233333	11.6091	13.08729667	16.17426667	20.29336667	17.76363333	43.43186667	25.15156667	36.0365	29.45503333	6.662023333	21.1856
AT3G01345	0.062705	0.117198	0.504862333	0.044448	0.225012333	0.1279124	0.3168684	0.134394333	0.613979333	0.600921	0.213619933	0.542835667	0.273416667	0.110705333	0.350246333	0.979527333	4.3251	0.977989667	5.37969	0.8028	0.040976433	0.200951
AT3G01350	4.43693	0.474625	1.774116	0.878382	1.957186667	0.576839667	1.505132667	17.31334667	1.80881	1.020789667	3.449296667	0.964775333	0.817328333	0.684218	0.862241667	0.917453667	0.915329	4.560783333	0.890237333	6.354383333	1.526043333	11.6298
AT3G01360	24.66343333	26.0995	43.83983333	34.371	24.13503333	30.0882	22.72096667	18.07903333	50.2666	17.6927	19.1005	18.21526667	18.06603333	26.9996	26.42433333	15.96746667	41.14303333	29.02626667	21.5572	31.49966667	16.71096667	28.65253333
AT3G01370	3.541543333	8.83308	1.934076667	3.615826667	2.512973333	6.461726667	6.533023333	7.69604	2.277866667	8.152386667	10.51574333	6.633153333	6.40088	7.361603333	7.54288	11.26126667	7.420143333	3.958693333	12.88446667	8.447063333	7.91963	5.32084
AT3G01380	7.675073333	11.33363333	9.535356667	8.99105	2.80631	12.0612	8.302453333	6.281076667	8.808146667	9.87152	16.5387	8.090626667	8.183826667	13.04053333	12.87179667	9.395486667	10.39811	1.231766667	9.076143333	8.67373	5.072276667	6.43592
AT3G01390	85.0071	105.8743333	120.464	114.9563333	82.25846667	74.56676667	83.93816667	54.1471	126.0266667	46.3409	54.28183333	54.0398	53.47183333	59.97576667	81.77173333	95.78483333	190.992	129.5783333	81.6265	98.45933333	20.95893333	69.2772
AT3G01400	23.41826667	6.09956	12.16720333	14.48703333	21.2969	4.069033333	9.366523333	26.76593333	12.48759667	10.55936333	7.49384	5.804326667	11.65283333	4.243723333	4.619086667	5.280526667	22.42863333	28.72986667	5.741453333	16.43156667	6.70948	10.49095333
AT3G01410	8.793673333	21.36196667	2.981756667	3.364173333	5.57661	9.037933333	11.56451333	3.41464	12.25936667	42.6678	49.5374	12.3483	10.76888333	12.67973333	20.467	33.40506667	3.851543333	1.811313333	29.17846667	11.96353333	4.8673	8.4789
AT3G01420	0.343587	0.197113667	2.266692	1.998991333	15.53093333	7.354899333	0.058888033	0.729943333	0.449760667	0.1252154	0.36651	0.555986333	0.324557	0.310417333	0.460363667	0.030555	0.508301667	317.3846667	0.22527	173.026	36.55153333	145.063
AT3G01430	8.722156667	4.706276667	6.9542	9.8828	38.70856667	7.915603333	4.718323333	9.695636667	15.31793333	7.74485	8.19545	8.94715	13.41503333	8.678683333	4.43549	3.035043333	13.45143333	40.91056667	14.18893333	13.33073333	20.2339	10.53675667
AT3G01435	11.02091	14.15143333	7.251043333	8.274103333	7.011763333	9.198133333	8.55703	7.447943333	8.285463333	14.37596667	17.2077	9.695713333	8.38549	8.070766667	11.73802333	14.01120667	16.3174	11.4045	27.8562	14.32176667	5.417736667	11.4949
AT3G01440	0.117155333	0.125832	0	0	0.078102667	0.109722667	0	0	0	0.038009667	0.1544812	0.068008	0.047655333	0	0.032956733	0.048724333	0.028295933	0	0.0565186	0.017777733	0.236314	0.019086367
AT3G01450	0.775949667	3.420803333	0.725097667	1.58589	0.396136667	1.63581	2.0665	0.503399667	0.037493	4.69332	1.699423333	1.143519	1.465415	1.71192	1.755833333	2.75222	3.25034	1.133132667	4.54243	2.045183333	2.408563333	1.47464
AT3G01460	7.47203	8.294803333	6.93565	5.28904	8.60734	7.432656667	11.59941333	7.36946	5.390906667	18.2177	12.7645	7.544126667	6.924866667	8.536786667	9.41125	14.15173333	6.115206667	5.376523333	9.363376667	8.519993333	6.35146	7.73245
AT3G01470	118.9429333	17.13443333	71.02166667	90.5042	40.3094	39.26443333	23.6413	106.9293333	17.61401333	21.5915	8.264233333	22.9684	22.637	26.6344	26.6402	8.08294	68.3974	273.5733333	4.71071	99.61503333	51.6277	82.30016667
AT3G01480	1.643713333	2.555346667	1.131628	0.856755	0.597842667	1.659346667	0.927627	2.565193333	0.643685667	1.439168333	2.47951	1.952143333	1.292506667	1.477776667	1.48937	3.69455	4.746526667	4.33221	5.63783	3.472136667	13.3441	2.156446667
AT3G01490	1.41811	0.630029667	1.722626667	4.048086667	0.658446667	0.44542	2.838069333	0.738581	1.03439	12.02453333	1.065027667	1.025386333	0.606149333	1.146135333	0.424486333	0.078922333	0.502450333	0.493829	0.300445	0.828427667	0.168132	0.483945333
AT3G01500	0.544834667	0.891311	5.833503333	3.96968	6.547926667	3.75782	2.361833333	0.173977	1.189538667	0.294206	0.186746333	2.364	5.018833333	1.582683333	1.224676667	0.354272	0.534470333	0.360730667	5.411577667	0.009794	103.7398667	0.087571767
AT3G01510	3.91914	4.052596667	25.99623333	24.85043333	105.7313	17.78883333	16.69954333	2.927276667	7.00806	2.446906667	1.540916667	14.97396667	32.75086667	11.13556667	7.15774	8.111546667	3.35193	3.912526667	3.214796667	2.285926667	3.06484	0.961437
AT3G01513	9.14119	8.161133333	26.93613333	45.07393333	173.4673333	19.18563333	17.41874	4.607143333	20.8213	3.313763333	1.507713333	16.54046667	46.17133333	12.07868333	7.815986667	6.18572	17.38093333	28.28886667	0.91807	6.416683333	28.6718	4.547773333
AT3G01516	11.46241333	17.18013333	23.9277	24.83613333	5.886333333	35.21456667	67.7582	3.448663333	5.383523333	26.23826667	5.990403333	30.57573333	32.24953333	49.2017	17.44416667	35.17046667	17.52516667	0.785326333	33.7476	14.9192	6.410776667	5.8776
AT3G01520	49.40723333	18.88896667	79.6207	90.5446	122.2166667	27.7061	29.3812	83.26483333	29.84083333	13.7998	14.81344667	31.25553333	39.1735	21.15806667	17.7054	20.5883	84.9476	243.79	14.21646667	92.84463333	28.12936667	92.23963333
AT3G01530	0.297502	0.092197867	0.253537167	0.047841333	0.2195486	0.143729	0.362244	0.1497969	0.653208667	0.021896667	0	0.0906387	0.062072033	0.108300467	0.191248267	0.0875336	0.0159867	0.011117733	0	0	0	0
AT3G01540	71.71243333	66.99516667	92.8549	82.5004	96.37206667	76.51313333	87.7217	75.4308	160.5733333	90.82183333	112.971	88.1284	91.64056667	84.4238	78.49176667	51.18236667	92.87586667	75.5269	102.4139333	79.22596667	53.73256667	54.89276667
AT3G01550	0	0	0	0	0.115253967	0	0	0	0	0	0	0	0	0	0	0	0.016199367	0	0.034351	0.0049021	0.059071433	0
AT3G01560	14.04373333	12.2534	10.31156667	11.49225667	26.82713333	9.583633333	19.24313333	14.34266667	6.230916667	10.99413333	12.42975333	11.77783333	13.02986667	11.57636667	11.1705	15.99726667	26.47216667	41.9387	19.7881	23.2151	33.49746667	21.5642
AT3G01570	0.549012	1.236416333	0.485143333	0	0.391874667	0.553655333	0.752017667	0.311973	0.2339	4.166303333	3.052006667	1.226053333	1.121864333	1.519083333	1.69721	1.72953	0.334366333	0.746895333	2.797636667	1.075478	0.557593	0.774372
AT3G01572	0	0	0	0	0	2.739726667	0	7.610233333	0	0	3.6664	2.625193333	0	2.498343333	8.583533333	0	0	0	4.7295	0	0	0
AT3G01580	0.685929	1.29308	0.520001	0.460891667	0.577134333	1.104075	1.102071333	0.910475667	0.338565667	1.869659	2.96019	1.259121333	1.167369667	1.884706667	2.069226667	1.522153333	0.667792667	1.171596667	4.012473333	1.9433	0.466189333	1.394206667
AT3G01590	52.92713333	27.91853333	33.192	26.38276667	52.6135	23.65543333	30.4895	49.63936667	42.1608	15.47566667	17.52986667	23.15763333	22.77076667	20.82733333	19.71613333	31.17866667	30.66526667	57.50613333	27.90113333	22.16983333	11.88163333	11.9332
AT3G01600	0.479292	0.435149333	1.9067	0.745891	0.346788667	1.500444333	0.513694	0.538521333	1.78098	0.680528	0.039337133	0.582160667	0.406774	0.866298333	0.621111	0.18212	0.748694333	2.65763	2.00711	0.2332194	19.4179	0.074165967
AT3G01610	8.282403333	14.82496667	6.95764	5.52135	9.087406667	13.37836667	11.41180333	7.12614	7.00066	15.4155	22.87366667	14.4855	13.15433333	16.31546667	15.41776667	17.7341	9.26201	8.78666	28.2079	13.14676667	13.73856667	12.3607
AT3G01620	1.084224667	0.716226333	2.138506667	0.905461667	1.10858	1.288993333	0.815163667	1.051734667	1.375363	0.775109667	0.521095	0.618419667	0.468099667	0.944692333	0.806202	0.686704	0.222469333	0.1155506	0.50531	0.310839667	1.73524	0.390320333
AT3G01630	1.838780667	0.283636333	3.070896667	0.914118667	0.684550333	1.071333	0.604803	1.612361667	3.498633333	0.65131	0.382478333	0.400316	0.468940333	1.032760667	0.735830333	0.453153	0	0.030176133	0.074528733	0.0442887	0.0684686	0.024000567
AT3G01640	24.16566667	15.2788	55.1952	27.28686667	31.6097	30.28606667	26.7905	22.77426667	75.28376667	9.549656667	10.81819333	21.8455	21.68273333	27.20856667	19.75226667	9.661183333	42.289	25.07583333	23.62463333	20.41596667	23.7955	14.7915
AT3G01650	7.419666667	20.2675	35.75203333	25.31693333	138.0833667	19.78696667	29.6772	18.04776667	252.4536667	9.1915	27.0488	25.3836	22.44553333	20.21936667	25.01233333	15.75566667	17.5696	21.34383333	12.22403333	18.27823333	60.1549	12.716
AT3G01660	0.388822	0	0.488071667	0.401053333	0.199656333	0.18814	0.286132667	0.136316667	0.498398667	0	0.0298364	0.026572067	0.137119333	0	0.161367133	0	0.028001	0	0.025383267	0.092736333	0.202210667	0.0914446
AT3G01670	17.4898	0.034571	0.133945667	0.152404467	0.231766367	0.086192133	0.130578933	0.264862667	0.965727767	23.1868	0.035435167	0.210653233	0.053369867	0.031647133	0.055018067	0.096989533	0.0370198	1.659426667	0.03591838	7.378456667	5.178903333	4.87385
AT3G01680	12.3805	0.059867333	0.114913067	0	0.619917	0.043432767	0.079222067	0.578234	0.358460333	62.99056667	0.047862	0.467694	0.054327767	0.013618167	0.016050433	0.413303667	0.354710333	4.024843333	0.008821473	7.599556667	5.457166667	5.946986667
AT3G01690	17.85175	22.76306667	6.191246667	5.574526667	8.981643333	6.784433333	114.05016	21.15333333	18.36843333	17.76126667	21.11146667	15.61226667	10.48304333	14.04836667	11.19606667	94.4281	7.375273333	42.37523333	16.6576	30.1206	3.434683333	60.0457
AT3G01700	0.26764	0.078114333	0.246836	0.093624	0	0.182022333	0.547679	0.287108667	0	1.162885667	0.147927	0.040938667	0.330894667	0.192016333	0.149717533	0.176267	0.0694382	0.157897	1.042597333	0.111512	0	0.100866333
AT3G01710	2.14945	3.517816667	17.6582	4.512663333	1.916226667	4.498426667	2.63172	1.91887	1.95021	13.52403	8.616986667	5.687413333	5.93259	3.437853333	6.348516667	7.01852	0.559600667	0.242230967	9.0568	3.37861	0.383842	1.322366667
AT3G01720	20.38876667	18.40236667	211.5986667	68.33883333	25.5394	31.3873	20.9473	14.98676667	21.5276	10.74698	9.805193333	21.736	26.54983333	35.41396667	31.66746667	11.3904	87.8501	69.988	16.1752	49.3953	14.8143	70.67433333
AT3G01730	1.573406667	0.292043	50.33326667	1.568016667	0.128797	0.458540667	1.253770333	0.104525	1.773677667	0.401891667	0	4.4845	1.756546333	2.78662	2.63509	0.458787	7.039873333	11.24233667	0.178582667	5.386263333	0.353846667	19.68303333
AT3G01740	31.04846667	63.4518	13.05218667	10.59162667	15.463	41.12226667	48.76513333	32.34416667	12.71334667	48.8741	61.83516667	44.6871	33.88946667	48.19853333	47.25816667	61.9382	38.45156667	23.21603333	112.71	42.8827	9.046966667	28.08983333
AT3G01750	8.055173333	1.599893333	0.186533233	0	0.292936333	0.124179267	13.88920567	6.969623333	0.605249	2.12966	0.524325667	1.127362333	0.300849	0.320008	1.374924333	5.60477	1.63691	0.181878267	0.532061	1.39136	1.1403	0.507170667
AT3G01760	1.898226667	0.379492667	16.08966667	0.153553333	0.797719333	5.799506667	2.33368	1.80086	1.700996	0.477815333	1.020666667	2.36768	0.889804733	2.9319	2.555076667	0.523317333	2.03551	1.154882333	0	2.211116667	31.26706667	6.030653333
AT3G01770	12.37793333	21.25063333	4.855066667	3.132443333	14.0406	10.14616333	23.57073333	14.0249	4.202736667	16.74003333	25.71196667	14.18983333	13.0384	14.047	16.47823333	26.1674	9.596313333	15.92026667	27.93883333	22.2993	11.95636667	15.82156667
AT3G01780	27.7484	27.25736667	39.52463333	49.03686667	30.35146667	33.7867	32.5009	28.82513333	66.63976667	39.03393333	42.92306667	28.3742	34.18786667	33.86253333	33.38543333	19.35106667	52.27613333	25.8594	37.8477	35.44223333	13.92916667	24.0512
AT3G01790	46.59936667	182.5123333	33.46476667	23.56636667	24.5231	117.8603333	97.16403333	28.72703333	32.80606667	132.2976667	212.5316667	134.926	108.5106	145.6093333	145.6656667	165.0263333	71.2401	20.5219	286.36	92.7467	14.15826667	54.1964
AT3G01800	6.690733333	16.0726	7.665733333	3.210293333	7.41973	12.54436667	10.11104333	9.00927	7.916183333	15.65123333	20.60016667	20.10436667	12.864	16.97453333	15.5285	13.26713333	12.71606667	26.34856667	47.8976	10.32368333	18.06763333	8.65155
AT3G01810	7.909683333	7.17431	6.468593333	5.05774	3.773523333	5.753703333	9.351236667	9.69183	25.56496667	6.686233333	5.26039	6.609386667	5.066273333	5.6682	5.821153333	19.79373333	7.438556667	23.80746667	8.090476667	8.228443333	8.490956667	8.30501
AT3G01820	50.45346667	46.67593333	44.1111	19.48326667	89.03556667	45.16176667	99.57526667	39.97356667	52.36316667	33.1499	39.49346667	46.1605	34.4558	51.66246667	46.76483333	51.29086667	19.81553333	32.91376667	46.43306667	22.8688	130.494	25.33203333
AT3G01830	10.61930667	10.34178667	23.8209	19.73656667	74.77516667	4.86515	85.77359333	6.205736667	8.782683333	2.064540333	5.458786667	17.82856667	21.22096667	13.87153333	10.11417667	17.05363333	2.58561	43.5519	1.235458333	0.394313	316.3026667	0.585457333
AT3G01840	3.606357667	6.099876667	15.19126667	4.641906667	8.106633333	2.37336	138.66312	1.784984333	2.648056667	2.436113333	2.604029	12.1547	8.28507	15.6022	6.512326667	73.94656667	0.089695667	0.730089333	1.285507333	1.486607667	12.77213	0.550284333
AT3G01850	4.90155	6.701676667	9.566596667	4.150186667	9.696663333	3.404113333	3.369786667	5.361676667	7.251346667	1.496503333	3.059	3.058333333	3.485633333	3.452566667	3.676026667	5.845023333	9.376466667	18.4605	7.1682	9.22984	7.234243333	12.86206667
AT3G01860	8.441626667	1.349592333	3.92198	1.070038667	12.66932667	0.5418572	51.90480667	6.22347	142.57	14.06923333	3.759226667	4.2429	3.182496667	2.905853333	2.458656667	8.27579	1.389733	8.32338	1.721456667	9.512306667	6.29523	10.70924333
AT3G01870	0.056204	0	0.166046267	0.110887333	0.043589	0.082516033	0.181100233	0.0331358	0.655671667	0	0.082176967	0.0387526	0.057646	0.0880106	0.067119667	0	0.008984833	0	0.08570534	0.0303498	0.018948567	0.021170633
AT3G01880	0.011247767	0.009263133	0.1223049	0	0	0.0516808	0.062942833	0.0205772	0.052528	0.184562333	0	0	0.051918967	0.036981333	0.080880333	0	0	0	0	0	0	0
AT3G01890	5.791036667	10.42354	3.612996667	4.556206667	18.86746667	9.262753333	5.7723	4.81786	4.378506667	10.03193333	7.090196667	7.55095	8.937516667	9.422716667	8.972523333	6.02698	4.666383333	5.39514	8.404166667	8.652756667	15.43046667	6.819953333
AT3G01900	0.485311333	0.767573667	11.93906667	5.155013333	3.48491	8.769223333	6.777133333	0.342273333	0.930350667	0.181469667	0.2411135	5.118076667	3.84283	7.864266667	3.191966667	0.363729233	2.615716667	0.503331667	0.793669	1.285914333	9.625803333	0.99
AT3G01910	54.71276667	76.35136667	83.72736667	93.72923333	58.27313333	75.44043333	55.2177	52.58986667	25.8657	30.06316667	24.2737	53.43336667	60.5918	70.81443333	57.11096667	44.64996667	114.5836667	131.0033333	92.0169	78.18723333	42.80993333	67.07046667
AT3G01920	1.717823333	1.43307	1.699693333	1.87302	3.32507	1.59051	2.52599	1.902983333	2.397543333	2.17614	2.225493333	2.050206667	2.124876667	1.85563	1.309887	1.91038	1.225336667	2.275646667	2.646056667	2.216106667	1.899463333	1.65839
AT3G01930	22.7041	13.5312	10.50759667	51.26936667	11.14894333	10.49492	7.200593333	19.61413333	20.57353333	13.14101667	8.315516667	7.94871	11.17763333	7.145706667	7.608053333	8.288256667	14.88436667	27.49363333	8.057023333	12.77436667	5.17464	14.59876667
AT3G01940	102.4574	0	0	1.42125	2.263233333	0	0	1.947886667	0.740263333	222.3665667	0.409796667	1.498176667	0	0.258225	0.773156667	0.4922	2.346772	7.33531	1.80186	8.762203333	6.45342	8.989693333
AT3G01950	1160.060667	1.3115	54.39853333	2.179466667	5.498753333	3.91873	34.37778	33.42226667	130.007	896.509	2.45633	24.9528	4.692553333	14.06146667	8.59047	2.42283	31.6584	434.7603333	6.198776667	147.7633333	45.71686667	156.8516667
AT3G01960	1.948788333	0	0.128035	0	0	0	0.061062333	0	0	1.04504	0	0	0	0.109574333	0	0	0.083157633	0.239487667	0.062338667	0.030298	0	0
AT3G01961	3.525063333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G01970	5.643826667	0.765944667	5.470156667	2.052553333	9.443336667	5.420923333	1.358276667	1.762808667	2.39173	5.61403	0.573071333	2.452456667	1.050716	2.150583333	1.22949	0.382052	6.567106667	101.1094	2.096826667	29.9178	110.7992	26.78906667
AT3G01980	10.09167333	9.17738	25.86266667	11.67466667	5.631406667	12.0764	7.647396667	5.97648	3.078463333	8.015896667	4.644016667	9.006816667	6.218546667	15.20453333	11.53563333	8.89832	15.37996667	20.18256667	8.86489	10.88226667	13.29084333	7.355856667
AT3G01990	1.580152667	0.115071967	1.10319	0.237705333	0.520402333	0.374598333	0.116836	0.113568567	0.341909	1.107879333	0.185611333	0.1177633	0.079470333	0.165204333	0.259991	0.503906667	0.138304	2.387996667	0.120251533	1.067792333	3.1234	0.640283
