	APL	CO2	COBL9	COR	E30	GL2	PET111	S17	S18	S32	S4	SCOL	SCR	WER	WOL	WOX5	Elong	Mat	Mer	Wrt	CHX	MOCK
AT1G02070	0.088710667	0	1.028614667	0	0	0.16367	2.00199	0.067227	0.377008	0	0	0.577788	0.139289	1.33509	0.527201	0	0	0	0.051081	0.023403367	0.04598	0.282963333
AT1G02074	0	0	0	0	0	0.80283	0	0	0	0.852173333	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02080	35.23873333	36.86263333	35.80593333	35.92303333	65.81366667	29.84486667	43.39603333	35.41566667	65.83056667	45.97943333	44.28926667	29.87983333	28.1961	29.7524	39.09153333	43.8368	25.6886	26.92053333	26.84433333	30.332	30.34906667	21.29806667
AT1G02090	39.86736667	31.2395	18.63253333	25.58696667	64.6245	25.92286667	26.28763333	35.98763333	39.13093333	40.38193333	35.9529	31.26113333	35.29893333	25.67566667	25.1154	25.632	27.39093333	23.40666667	56.85463333	22.07903333	11.7389	15.1152
AT1G02100	28.09253333	31.491	27.2039	23.8785	50.54513333	25.64236667	31.4547	33.3946	62.94893333	21.40756667	32.58786667	29.00403333	26.87703333	29.34423333	29.2675	28.85396667	24.8047	34.30753333	32.971	30.17246667	32.09743333	22.8345
AT1G02110	17.63363333	18.1896	14.1013	12.09326	27.87243333	16.8445	20.64443333	18.16163333	33.31506667	31.40183333	26.9814	23.1346	29.73113333	21.1025	18.5089	27.32156667	6.27343	3.048046667	19.61046667	10.76557	4.74423	5.806503333
AT1G02120	16.583	7.56168	38.6494	18.85443333	36.22146667	17.58356667	22.77286667	27.6602	39.55623333	9.29408	10.22931333	18.98316667	21.69223333	17.41226667	12.46122333	9.657356667	24.11406667	51.02066667	17.9038	23.42703333	33.66216667	21.2468
AT1G02130	43.25456667	58.82356667	25.86156667	49.217	29.00513333	32.5485	36.13036667	32.104	66.90886667	51.12303333	63.42056667	27.50746667	31.7824	29.64866667	48.49893333	54.22023333	52.4887	31.53613333	56.85666667	38.0336	21.70186667	29.41426667
AT1G02140	204.704	253.1206667	160.156	137.7223333	261.2553333	201.4783333	210.7133333	159.215	250.3783333	342.0296667	383.963	276.4843333	267.8256667	218.454	229.473	224.2616667	159.452	147.6386667	257.5793333	165.033	81.37966667	143.4753333
AT1G02145	6.137863333	7.702386667	5.35301	4.79851	2.58144	8.36976	7.682433333	5.51541	5.383703333	7.77902	9.92352	6.55626	6.553913333	7.16635	7.83994	8.967956667	6.87852	5.223826667	9.559743333	7.41816	3.065406667	4.602456667
AT1G02150	3.553763333	10.89623333	2.16265	2.22167	4.217356667	7.60382	7.481346667	5.272986667	3.855336667	11.07939667	15.51663333	8.382926667	7.558943333	9.448433333	9.670306667	9.059056667	4.69956	3.778073333	17.6524	8.332876667	2.71211	6.54369
AT1G02160	23.9507	35.29266667	19.46553333	21.1645	15.23793333	39.89786667	46.547	28.0048	30.3488	42.84796667	54.0613	38.922	39.29196667	44.702	43.6163	42.1558	55.21796667	37.99186667	121.5636667	46.4804	9.420513333	32.2684
AT1G02170	41.11496667	10.6974	36.9659	31.81426667	48.6128	20.51463333	22.80626667	21.80703333	31.72846667	18.5857	11.68033333	21.50086667	29.05446667	21.30686667	15.05936667	7.083196667	26.6266	52.98946667	15.88243333	19.58776667	42.06043333	14.90526667
AT1G02180	5.541663333	4.09029	7.477673333	3.061276667	5.36812	5.32068	5.088083333	5.67908	5.999773333	7.097586667	3.499386667	3.737283333	4.98504	5.176566667	4.55824	3.73156	2.235633333	2.654226667	4.139066667	4.37127	8.727646667	3.72102
AT1G02190	1.709132667	0.25728	2.947026667	0.907459	0.610787333	1.468166	1.014298667	1.092367	1.348603333	0.331103333	0.1668578	0.737291	1.191422333	0.994571667	0.830824	0.236271	0.003540033	0.047188867	0.003646267	0.028213487	0.030128567	0
AT1G02205	1.228404667	0.060265767	0.531391	0.427395	2.003093333	0.420121333	0.319527667	0.725127667	5.780813333	0.414329333	0.078227933	1.478723333	13.86237667	0.2790721	0.312808233	0.220472	5.199366667	0.343621667	1.060655333	1.316948333	0.748791	0.691899333
AT1G02210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02220	4.735133333	2.012620333	0.467983667	6.03164	3.98642	0.781730667	0.0961264	6.54469	5.111993333	1.069348	0.287256333	0.575926333	0.693989333	0.049018367	0.384132067	0.364255333	8.76807	48.67896667	1.809195	4.658603333	4.71285	10.46945667
AT1G02230	7.860386667	7.78342	56.85396667	46.0826	21.54036667	22.86196667	11.35400667	19.48103333	17.14262333	4.08421	1.851929667	13.91603333	9.43789	6.746893333	7.373453333	3.018886667	5.58364	10.65967333	1.522652	1.066773667	19.29273333	1.228503
AT1G02250	0.411167333	0.220648033	1.94632	1.295171333	0.827916333	0.964248667	0.431765667	0.184416	0.191809	0.031295967	0.149868433	0.349357333	0.487481667	0.536727667	0.38452	0.148722	0.147507167	0.1168695	0.153740167	0.0320427	0.936668	0.031083133
AT1G02260	1.165552333	3.487143333	10.55277333	10.46586667	2.68992	8.767463333	3.982296667	0.844842667	0.851890333	0.372690933	0.216175367	4.121853333	2.971546667	6.62969	5.19058	2.001013333	9.083353333	11.91676667	6.093946667	6.238173333	6.048216667	5.645536667
AT1G02270	10.10588667	13.20096667	13.08036667	23.8403	80.03273333	6.499613333	7.049023333	9.771386667	9.887676667	7.081553333	5.265736667	6.373166667	15.37076667	4.009956667	5.14299	13.26573333	13.44896667	15.11526667	5.355853333	5.47632	12.68673333	6.73759
AT1G02280	7.854316667	13.83053333	0.540772667	1.661078	4.08972	5.00141	4.28125	8.61197	1.389906667	13.13095667	17.1915	5.682616667	4.50976	4.249703333	9.52781	14.27156667	5.533066667	6.49342	18.67176667	9.76166	1.711906667	8.198873333
AT1G02290	12.38908667	4.11439	0.779351667	2.06677	1.211465333	3.084773333	1.967686667	8.047133333	1.34085	10.03028333	6.309383333	2.520186667	2.280886667	2.096383333	3.922406667	5.426873333	5.13883	3.011223333	8.335246667	5.928473333	1.61856	6.61949
AT1G02300	0	0.087112233	0.129004	0.492171	0.037110333	0.126122	0.0165647	0.409417733	2.641003	0	0.312603333	0.148861333	0.054736433	0	0.142268667	0	0.083605567	1.782473333	0.095005967	2.140376667	3.470283333	3.057673333
AT1G02305	30.01506667	8.393936667	61.15956667	20.37256667	64.66633333	27.21743333	46.18763333	37.3879	137.5926667	7.084826667	8.2797	22.4024	36.7021	25.65593333	22.10303333	15.59786667	50.10186667	190.0013333	14.57336667	60.411	24.5675	32.61436667
AT1G02310	1.649691667	8.20633	16.9685	30.02353333	169.338	7.34524	1.40292	1.726156667	19.7032	1.894472	1.755631333	5.370713333	21.3446	2.680843333	5.449296667	2.93158	2.749543333	33.47696667	0.0741054	4.635536667	8.77779	1.018306667
AT1G02320	0	0	0	0	0	0	0	3.214023333	2.14744	0	0	0	2.307596667	0	0	0	1.84108	0	1.909896667	2.519303333	0	0
AT1G02330	17.84946667	35.14766667	16.99806667	13.16582667	43.19083333	28.16266667	25.88823333	20.5859	82.59116667	35.3248	47.29313333	39.05746667	36.6929	31.4642	30.4266	39.07773333	45.8224	36.4199	108.3163	36.48363333	17.4014	28.7019
AT1G02335	0.602172667	0.512581	0.106578	0.592478667	0.999011	0.041813333	7.769502333	0.245779333	2175.74	1.036161667	4.16721	3.706236667	0.130616	0.077146667	2.1371342	0.193843	1.229494333	15.93143333	0.030885633	16.2626	12.02043333	28.9225
AT1G02340	0.318653333	1.869097667	5.164023333	3.919903333	2.098707333	1.397224	0.399658633	0.434672333	0.307872333	0.1065428	0.063901	0.848593333	0.764726333	0.622119	1.102998333	0.307068667	3.216046667	18.31753333	0.333335333	9.909783333	7.883256667	6.060363333
AT1G02350	1.20469	1.21271	0.296184	0	0.266293	0.754116667	0.786033	0.326353667	0	1.180336333	1.145876	0.628695667	0.354984	0.899834667	0.563765	0.763	0.256307	0.159763667	1.018988333	0.588968667	0.263231333	0.336397667
AT1G02360	1.155072333	0.828693	35.794	1.273336667	46.1051	39.02763333	9.058336667	0.303910333	2.18412	0.766173	0.867130667	9.21881	2.593073333	12.16565	9.96123	1.46737	26.11413333	426.975	6.091448	31.1252	216.1986667	55.4036
AT1G02370	3.438866667	21.44936667	1.308681	1.295893333	4.14764	16.15046667	9.953673333	2.407745667	2.413346333	19.52473333	29.7565	21.5301	14.62525333	18.89123333	21.73616667	19.4378	5.897656667	7.263046667	52.64473333	12.4726	15.39986667	11.48326667
AT1G02380	2.874443333	1.28168	16.01806667	0.176401667	1.720332333	0.483046333	0.739027	1.637586667	0.844765	3.043233333	2.873883333	1.381459667	1.512493	1.316	2.43361	3.520136667	4.40949	10.33303667	0.882251333	4.615923333	3.250066667	7.230293333
AT1G02390	1.945066667	0.162528767	16.36573333	0.623864333	5.869886667	21.47486667	22.93766667	0.457922333	3.644363333	0.651540667	0.4943179	20.21626667	5.648746667	23.51346667	10.90923033	1.066202667	3.113396667	0.720722	6.823796667	1.832366667	5.195726667	1.828413333
AT1G02391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02400	18.5339	32.1936	33.7055	24.98843333	397.9193333	18.42846667	2.473416667	44.67076667	64.23593333	6.661716667	3.785416667	14.69583333	32.30503333	7.673763333	17.95168667	8.505086667	39.30506667	376.861	0.268790667	8.544733333	33.2943	12.41786667
AT1G02405	0	0.067005333	0.450985	0.303450667	0.996536333	0.272125333	0.065573333	0.186202667	0	0.148019333	0.222821	0.368482	0.405145333	0.432501	0.129376	0	0.075109	0.348365333	0.083859667	0.0869397	1.501976667	0.044215
AT1G02410	11.42992	18.38436667	12.49523333	15.84893333	63.20826667	15.73256667	15.49403333	12.3199	9.44925	14.53326667	18.1841	14.03133333	15.02763333	15.1444	17.34643333	19.037	19.75543333	40.1843	26.19766667	16.3639	56.33606667	14.3005
AT1G02420	2.2803	3.170263333	1.835443333	1.047828	12.90046667	2.211106667	2.643733333	1.823996667	0.958576	3.108043333	3.520196667	2.804793333	4.50027	2.440636667	3.336853333	3.406516667	2.271743333	3.58355	5.07658	5.19782	5.443376667	4.02316
AT1G02430	1.76983	0.763095333	11.58550667	1.080633333	3.733396667	10.95723333	4.53854	1.90464	0.616591	1.105259667	2.362753333	3.67104	6.12141	6.771453333	4.767136667	1.264916667	9.644553333	2.889536667	7.58087	3.597656667	31.87506667	6.41643
AT1G02440	0	0	2.010217333	0.254468333	0	1.937003333	0.261264	0.591903333	0	0.111421	0.396826333	0.261177333	0.532544	0.908281667	0.308915	0	1.146335333	0.336401333	0.520479	0.296971333	34.86973333	1.081044667
AT1G02450	0.547238	1.113993	0.134287	0.425441333	0.817823	1.199067	0.170080667	3.81411	14.47746	0.620890667	0.363823333	0.735067667	0.316080333	0.202797667	1.045778	0	0.723281333	0.246809333	0.079529667	0.308391	50.69626667	0.295863667
AT1G02460	1.408925	0.140743	0.153182667	0.343605667	0.633079	0.0165915	0.0777995	23.9924	0.442872733	0.224559	0.013970467	2.103703333	0.128143	0	0.849482267	0.140308	3.581543333	3.75804	0.171617733	2.71621	0.211897667	2.014853333
AT1G02470	0.054428333	0.087752233	0	0	0.058561333	0	0.0248573	0	0.072955667	0	0.032003767	0.035218333	0	0	0.035706	0.216765667	0.062014	0.421855	0.070449633	0.190692333	0.089611333	0.231166333
AT1G02475	0.286574667	0.30142	0.123396333	0.350413	0.168200333	0.409123333	2.244435333	0.671148667	0.232249667	0.408110667	0.924086	0.721468	0.355417333	0.447185667	0.441746333	2.097105333	1.68886	4.923066667	1.508086667	1.295083	1.517983333	1.97395
AT1G02490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02500	482.264	527.017	307.0676667	543.7976667	6040.863333	258.8263333	250.715	1628.74	1003.703667	336.7996667	332.8463333	328.6166667	551.9636667	238.88	294.5093333	339.899	625.4613333	1308.996667	281.2363333	649.6773333	79.59266667	415.0733333
AT1G02510	0.514286	0.2833263	0.108810333	0.255862667	0.479351	0.088628833	0.520673333	0.886599333	0.308652333	0.2618782	0.050638667	0.132710767	0.296536333	0.113857667	0.306507567	0.023539467	0	0.013083433	0.007627967	0.011900333	1.736916667	0.031043933
AT1G02520	4.60602	7.068796667	31.57896667	5.723376667	16.78483333	24.73436667	43.52403333	4.569496667	20.98336667	2.447536667	13.32016667	15.23293333	7.511466667	21.87253333	11.38379	9.63992	49.82026667	68.26143333	22.15176667	10.23418	1669.163333	23.39903333
AT1G02530	0.236898133	0.156848	1.061111333	0.074353767	0.1953573	1.003322333	3.770095	0.360383033	0.689737	0.696832333	2.384253333	0.621998	0.302683	0.810271333	0.839773667	1.939316667	0.0957587	0.064490227	0.287176667	0.296673667	0.424749667	0.196959667
AT1G02540	0	0.134305167	0.741419667	0.078502	0.535412667	0.563709333	0.395056667	0	0.213055667	0	0.123282667	0.103236667	0.033649333	0.438304667	0.391616	0.030936867	0.010445233	0	0	0	0.2231231	0
AT1G02550	0	0	0.062319	0	0	0.084532333	0	0	0.134087667	0	0	0	0	0	0.043163	0	0.0192659	0.018246133	0	0.0121239	0.035443667	0
AT1G02560	17.57276667	32.85733333	8.184743333	14.85509333	9.18199	18.1359	19.4924	13.22206667	9.2141	25.8417	32.40626667	19.4812	17.7005	17.2556	24.3956	30.733	27.62013333	23.28066667	56.1483	24.36493333	21.08836667	14.92903333
AT1G02570	0.460853	0.020894067	9.559166667	0	0.054286333	0.231617667	0.536105	0.250996667	0.118349	0.346885	0.153729667	0.436744933	0.202532	0.782614667	1.4353	0.197985667	2.846733333	9.522026667	0.079819233	6.101186667	0.296618667	5.742126667
AT1G02575	0.174639	0	3.807596667	0.085863	0.080288333	1.076887	0.476067	0.043865333	0.136869	0.065286333	0.032147667	0.161646133	0.159341633	0.740545667	0.339030333	0.029836367	2.458583333	2.08014	0.0091243	2.347406667	0.425607333	2.48242
AT1G02580	0.043123667	0.066965433	0.576641667	0.214054667	0.018113667	0.629556667	0.215427667	0	0.438070333	0.0083401	0.010144533	0.096795667	0.074464367	0.153908333	0.2106331	0	1.441163333	1.30567	0.003019253	0.245000667	0.795117	0.424395333
AT1G02590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02610	14.69953333	2.1578	20.47036667	14.15463333	18.62936667	7.215346667	1.823090667	3.84563	7.23491	2.262933333	1.027515333	4.552406667	5.708243333	2.261129667	3.725953333	0.663360333	10.27260667	26.27266667	0.2874565	4.966856667	63.69633333	2.62403
AT1G02620	0	0	0	0.195401667	0	0	0	0.060176667	0.296298333	0	0	0	0.044504667	0	0	0	0	0	0.067227733	0.019401633	0.038661	0
AT1G02630	0	0	0	0	0	0	0	0	0	0.0124036	0	0	0	0	0	0	0	0	0	0.035709167	0	0.0108802
AT1G02640	20.41706667	1.970082	0.492292667	0.447539	1.898456667	0.244276	4.842329	2.57602	1240.513333	21.2473	29.49336667	4.384463333	2.752007667	0.417240667	11.80313233	0.742852	4.542683333	9.280586667	2.14222	11.94776667	10.08162	12.14133333
AT1G02650	0.737714667	0.210691333	1.309083333	0.401111333	0.107238867	0.998329333	1.121394667	0.380103	17.76073333	0.561202667	3.644516667	0.653861	0.905402333	1.2301	1.594132667	0.067230767	0.289053333	0.0158656	0.0961713	0.251538333	0.449443333	0.223310333
AT1G02660	10.40870667	4.787313333	11.386	3.752786667	44.90646667	5.218483333	13.03191333	16.51723333	18.46713333	5.096416667	3.38006	6.404996667	8.508866667	5.331403333	4.667483333	4.10565	9.839076667	39.7185	1.352353667	3.15423	19.1858	1.748916667
AT1G02670	0.147487	0.586695333	0.059315667	0.034533333	0.0631163	0.366194333	2.185810667	0.286490667	0.206200933	0.512097	0.418867333	0.666409	0.267942333	0.545125	0.3626214	3.240233333	0.0692626	0.0416899	0.333876	0.288167333	1.153982667	0.110473
AT1G02680	11.15377	17.89606667	4.41062	5.007223333	18.0582	9.12823	13.0155	9.09274	6.612836667	16.46796667	17.53096667	11.56768	9.863683333	10.9803	12.40332333	20.45316667	12.9565	15.6146	30.15566667	12.6258	12.20003333	10.35925333
AT1G02690	7.93135	26.81453333	2.599806667	1.852486667	8.43731	18.8699	11.58598667	5.248693333	3.865553333	27.45136667	35.9552	17.21913333	13.2316	22.28673333	23.74483333	25.4282	5.31518	3.38506	49.0183	14.32506667	5.560046667	11.91393333
AT1G02700	15.41023333	0.393890667	0.170348333	0.405539667	0.459626	0.0566613	0.105557267	12.7904	17.758	1.455119	0.287114667	0.808996333	0.127246133	0.096551667	0.288555667	0.096804233	0.112132267	0.329308333	0	1.110856667	0.20397	0.264317333
AT1G02710	38.91496667	0	0	0.412603333	0	0	0.419383333	3.704786667	4.511183333	6.052936667	0	1.049605	0	0.188127	0	0	0.183451333	0.341516667	0	0.587299	0.408893333	0.83837
AT1G02720	70.8082	17.59436667	19.80803333	46.35946667	10.95323333	21.6178	20.6124	80.06223333	214.1233333	20.5732	9.740483333	22.3476	30.5283	21.12266667	19.0864	14.93806667	25.57906667	13.12326667	19.5834	19.5854	28.47326667	13.63153333
AT1G02730	5.103556667	8.73184	1.964943333	1.44557	1.467543333	9.102053333	4.056173333	3.38584	3.955146667	18.6363	3.112766667	7.660226667	6.11498	10.29993333	7.607583333	12.90666667	1.077695	1.420375667	17.02493333	6.928303333	1.347833333	6.142036667
AT1G02740	1.32893	2.95153	1.258130333	0.780210667	1.750356667	1.255416667	6.02658	1.60411	0.822168667	2.472223333	1.63349	2.075096667	1.15285	1.713713333	2.801266667	8.31969	0.935296333	3.06375	1.99564	2.295623333	1.5324	2.403096667
AT1G02750	9.46764	4.23397	4.139993333	3.73081	30.02633333	1.60194	2.90778	9.828853333	12.53774	4.523143333	2.00901	3.547803333	6.347206667	1.616953667	2.59948	4.859096667	11.38186667	31.28303333	6.680346667	6.52199	58.9258	5.990083333
AT1G02770	0.327388333	0	0.145865667	0	0.174600667	0.025430467	1.53632	0.098582533	0.074838	0.027635033	0	0.111033667	0.0231676	0.115800333	0.036928833	0.194712	0	0.085954667	0.0062303	0.0350774	0.146958133	0.066848233
AT1G02780	560.754	1539.876667	531.0886667	274.0243333	277.004	1416.52	951.7796667	385.866	316.9416667	1262.196667	1997.05	1317.626667	1038.256333	1617.03	1477.046667	1246.463333	1369.516667	262.8003333	4030.29	1076.83	100.7978333	677.915
AT1G02790	0.183578667	0	0.214717333	0.078754333	0.045703333	0.019391133	0.034865	0	0.207940333	1.098427433	0.060049333	0	0.15694	0.143201667	0.043453467	0.172017333	0.252082333	0.280777	4.025283	0.006462833	0	0.009181867
AT1G02800	0.056919333	0.0136267	0	0.178473333	0.091138	0.1546684	0.068659167	0.0207649	0	1.482956667	0.0422137	0.099320333	0.023086733	0.0521559	0.0962959	0.3243693	0.004457733	0.009279267	0.071441633	0.0307707	0.333277	0.0087856
AT1G02810	8.720976667	25.2854	86.8812	38.23996667	11.36133333	118.3223333	101.6170667	7.954926667	6.759776667	7.90245	3.58833	58.8348	21.99972333	86.0816	50.69823333	25.168	50.23003333	90.87363333	49.60353333	17.70936667	75.79963333	16.26563333
AT1G02813	0	0.085416333	0.077173667	0	5.78739	0.342292	0.175747333	0.066142	0.20475	0.410843333	0.201810333	0.052678	0.122947	0.371282667	0.297179333	0.100618667	0.168410567	0.875388667	0.149473367	0.217086467	0	0.034311
AT1G02816	5.739666667	21.2807	12.23905333	32.77166667	10.22123333	13.92653333	7.334196667	5.14127	5.20738	3.769746667	4.048856667	8.41159	9.81438	10.09421	10.98579	8.72619	44.4414	23.27583333	23.9356	15.21093333	1.496753333	7.410853333
AT1G02820	0.496221	0.143732	1.726638333	0.737179333	0.275326667	0.595718333	3.454559	0.221899	6.036806667	0.454515333	0.943067	0.762540333	0.417467333	0.484057	0.547965333	0.085220333	0.051369333	0.023161233	1.841595	0.144408667	0.050634	0.480999667
AT1G02830	0	0	0	0	0	0	0	0	0	0	0.243708	0.30025	0	0.238841333	0	0	0	0	0.325062	0.035788333	0	0
AT1G02840	51.8254	133.987	54.40543333	47.6452	80.3604	91.93203333	100.0474	58.1526	75.40706667	126.888	163.374	85.7389	83.60376667	120.3926667	124.771	151.3726667	57.0921	44.1123	127.3333333	82.14023333	28.4049	57.23093333
AT1G02850	0.780285	12.64383667	0.658883	3.01739	1.125689333	0.553814	0.556094667	0.769182	1.117176	0.304374333	0.484205	0.652992	0.685551667	0.389928333	0.351614333	5.08337	25.9894	72.2339	27.9095	4.309373333	3.69154	7.80215
AT1G02860	1.503516667	3.743966667	10.54041333	2.390843333	4.299246667	4.019776667	13.56437333	3.115773333	127.3924333	1.389567333	3.940173333	8.768436667	1.503268667	8.799946667	3.78549	1.490300333	3.34469	21.51593333	3.52853	14.1261	135.5593333	29.75386667
AT1G02870	14.2179	92.14656667	4.410123333	3.79297	13.1504	30.39933333	28.57046667	7.81363	9.1963	65.03603333	111.7916667	45.05093333	33.52086667	42.5768	65.0702	85.393	20.7893	11.7591	147.1973333	31.67276667	10.41086667	18.3282
AT1G02880	7.214216667	13.6194	28.94766667	36.52466667	102.2957	20.33286667	34.62616667	9.480553333	12.30061667	2.72917	4.969783333	12.2215	12.05353333	12.69353667	16.34799333	12.17523333	40.08613333	88.8983	15.61596667	16.3437	240.019	20.7256
